Date,POC,Daily Mean PM2.5 Concentration,DAILY_AQI_VALUE
2019-06-15,3,5.4,23
2019-06-16,3,7.4,31
2019-06-17,3,5.7,24
2019-06-18,3,10.2,43
2019-06-19,3,6,25
2019-06-20,3,3.1,13
2019-06-21,3,2.4,10
2019-06-22,3,4.8,20
2019-06-23,3,6.2,26
2019-06-24,3,8.7,36
2019-06-25,3,7.5,31
2019-06-26,3,4.7,20
2019-06-27,3,6.9,29
2019-06-28,3,10.5,44
2019-06-29,3,10.8,45
2019-06-30,3,2.8,12
2019-07-01,3,6.2,26
2019-07-02,3,6.6,28
2019-07-03,3,12.6,52
2019-07-04,3,18.7,65
2019-07-05,3,15,57
2019-07-06,3,7.2,30
2019-07-07,3,6.7,28
2019-07-08,3,7,29
2019-07-09,3,8.1,34
2019-07-10,3,13.8,55
2019-07-11,3,13.5,54
2019-07-12,3,6.7,28
2019-07-13,3,9.7,40
2019-07-14,3,8.5,35
2019-07-15,3,4.2,18
2019-07-16,3,8.8,37
2019-07-17,3,10.3,43
2019-07-18,3,4.8,20
2019-07-19,3,8.5,35
2019-07-20,3,11.3,47
2019-07-21,3,6,25
2019-07-22,3,9.2,38
2019-07-23,3,5.6,23
2019-07-24,3,8.1,34
2019-07-25,3,8.2,34
2019-07-26,3,10.2,43
2019-07-27,3,7.7,32
2019-07-28,3,9.8,41
2019-07-29,3,13.6,54
2019-07-30,3,17.8,63
2019-07-31,3,11.5,48
2019-08-01,3,7,29
2019-08-02,3,7.2,30
2019-08-03,3,7.3,30
2019-08-04,3,8.3,35
2019-08-05,3,6.2,26
2019-08-06,3,8.5,35
2019-08-07,3,7.2,30
2019-08-08,3,5.7,24
2019-08-09,3,6.7,28
2019-08-10,3,4.1,17
2019-08-11,3,3.2,13
2019-08-12,3,7.8,33
2019-08-13,3,9.9,41
2019-08-14,3,8.9,37
2019-08-15,3,7.5,31
2019-08-16,3,6.5,27
2019-08-17,3,4.5,19
2019-08-18,3,7.9,33
2019-08-19,3,8,33
2019-08-20,3,9.7,40
2019-08-21,3,7.8,33
2019-08-22,3,8.1,34
2019-08-23,3,5.3,22
2019-08-24,3,4.5,19
2019-08-25,3,4,17
2019-08-26,3,6.5,27
2019-08-27,3,7,29
2019-08-28,3,4.7,20
2019-08-29,3,5.2,22
2019-08-30,3,8,33
2019-08-31,3,4.1,17
2019-09-01,3,5.3,22
2019-09-02,3,4.1,17
2019-09-03,3,6.4,27
2019-09-04,3,6.9,29
2019-09-05,3,4.2,18
2019-09-06,3,6.6,28
2019-09-07,3,5.3,22
2019-09-08,3,4.6,19
2019-09-09,3,6.6,28
2019-09-10,3,5.8,24
2019-09-11,3,7.1,30
2019-09-12,3,4.9,20
2019-09-13,3,5.4,23
2019-09-14,3,5.7,24
2019-09-15,3,4.1,17
2019-09-16,3,4.6,19
2019-09-17,3,5.9,25
2019-09-18,3,4.1,17
2019-09-19,3,6.2,26
2019-09-20,3,8.3,35
2019-09-21,3,9.7,40
2019-09-22,3,9.5,40
2019-09-23,3,12.4,52
2019-09-24,3,3.7,15
2019-09-25,3,5.3,22
2019-09-26,3,8,33
2019-09-27,3,6.2,26
2019-09-28,3,8.2,34
2019-09-29,3,5.3,22
2019-09-30,3,6.4,27
2019-10-01,3,6.4,27
2019-10-02,3,7.1,30
2019-10-03,3,5.8,24
2019-10-04,3,5.5,23
2019-10-05,3,7.2,30
2019-10-06,3,8.1,34
2019-10-07,3,4.1,17
2019-10-08,3,5.5,23
2019-10-09,3,8,33
2019-10-10,3,7.9,33
2019-10-11,3,7.5,31
2019-10-12,3,6.1,25
2019-10-13,3,9.4,39
2019-10-14,3,10.1,42
2019-10-15,3,7.9,33
2019-10-16,3,10,42
2019-10-17,3,5.1,21
2019-10-18,3,4.9,20
2019-10-19,3,8.8,37
2019-10-20,3,13.3,54
2019-10-21,3,8.4,35
2019-10-22,3,8.1,34
2019-10-23,3,8.4,35
2019-10-24,3,9.2,38
2019-10-25,3,11.4,48
2019-10-26,3,10,42
2019-10-27,3,7.2,30
2019-10-28,3,6.5,27
2019-10-29,3,6.5,27
2019-10-30,3,8.5,35
2019-11-01,3,5.8,24
2019-11-02,3,9.5,40
2019-11-03,3,11.6,48
2019-11-04,3,9.5,40
2019-11-05,3,10.7,45
2019-11-06,3,10.1,42
2019-11-07,3,11.2,47
2019-11-08,3,6,25
2019-11-09,3,8.9,37
2019-11-10,3,12.5,52
2019-11-11,3,16.7,61
2019-11-12,3,9.3,39
2019-11-13,3,6.6,28
2019-11-14,3,11.8,49
2019-11-15,3,13.2,53
2019-11-16,3,5.7,24
2019-11-17,3,9,38
2019-11-18,3,8.7,36
2019-11-19,3,9.8,41
2019-11-20,3,7.7,32
2019-11-21,3,10.6,44
2019-11-22,3,11.4,48
2019-11-23,3,8.4,35
2019-11-24,3,9.6,40
2019-11-25,3,16.4,60
2019-11-26,3,19,66
2019-11-27,3,17.7,63
2019-11-28,3,6.7,28
2019-11-29,3,5.7,24
2019-11-30,3,6.6,28
2019-12-01,3,11.2,47
2019-12-02,3,6.6,28
2019-12-03,3,7.4,31
2019-12-04,3,11.5,48
2019-12-05,3,11.2,47
2019-12-06,3,10.1,42
2019-12-07,3,8.4,35
2019-12-08,3,11.5,48
2019-12-09,3,8.4,35
2019-12-10,3,10.7,45
2019-12-11,3,7.4,31
2019-12-12,3,11.7,49
2019-12-19,3,4.1,17
2019-12-20,3,5.6,23
2019-12-21,3,8.5,35
2019-12-22,3,18.7,65
2019-12-23,3,12.1,51
2019-12-24,3,4.8,20
2019-12-25,3,9,38
2019-12-26,3,10.7,45
2019-12-27,3,5.4,23
2019-12-28,3,3.9,16
2019-12-29,3,4.9,20
2019-12-30,3,3,13
2019-12-31,3,3.9,16
,,,
2020-01-01,3,1.7,7
2020-01-02,3,5,21
2020-01-03,3,9,38
2020-01-04,3,8.8,37
2020-01-05,3,0.4,2
2020-01-06,3,4.3,18
2020-01-07,3,3.5,15
2020-01-08,3,5.2,22
2020-01-09,3,3.8,16
2020-01-10,3,5.2,22
2020-01-11,3,5.5,23
2020-01-12,3,2,8
2020-01-13,3,5.5,23
2020-01-14,3,7.3,30
2020-01-15,3,7.1,30
2020-01-16,3,3.5,15
2020-01-17,3,1.6,7
2020-01-18,3,6.4,27
2020-01-19,3,7.6,32
2020-01-20,3,3.4,14
2020-01-21,3,5.9,25
2020-01-22,3,10.6,44
2020-01-23,3,12.5,52
2020-01-24,3,13.8,55
2020-01-25,3,3.7,15
2020-01-26,3,1.2,5
2020-01-27,3,4.6,19
2020-01-28,3,3,13
2020-01-29,3,2.8,12
2020-01-30,3,5.3,22
2020-01-31,3,7.6,32
2020-02-01,3,9.5,40
2020-02-02,3,12,50
2020-02-03,3,8,33
2020-02-04,3,10.9,45
2020-02-05,3,5.5,23
2020-02-06,3,3.2,13
2020-02-07,3,1.9,8
2020-02-08,3,3.7,15
2020-02-09,3,5,21
2020-02-10,3,5.6,23
2020-02-11,3,10.1,42
2020-02-12,3,4.1,17
2020-02-13,3,6.7,28
2020-02-14,3,3,13
2020-02-15,3,4.9,20
2020-02-16,3,7.9,33
2020-02-17,3,8.8,37
2020-02-18,3,3.8,16
2020-02-21,3,5.1,21
2020-02-22,3,7.7,32
2020-02-23,3,10.2,43
2020-02-24,3,8.5,35
2020-02-25,3,10.1,42
2020-02-26,3,8.9,37
2020-02-27,3,1,4
2020-02-28,3,1.3,5
2020-02-29,3,3.2,13
2020-03-01,3,4,17
2020-03-02,3,8.2,34
2020-03-03,3,8.8,37
2020-03-04,3,3.4,14
2020-03-05,3,2.2,9
2020-03-06,3,6,25
2020-03-07,3,1.7,7
2020-03-08,3,3.6,15
2020-03-09,3,5.8,24
2020-03-10,3,8.7,36
2020-03-11,3,3.5,15
2020-03-12,3,4.2,18
2020-03-13,3,3.9,16
2020-03-14,3,3.1,13
2020-03-15,3,2.3,10
2020-03-16,3,2.5,10
2020-03-17,3,3.7,15
2020-03-18,3,4.1,17
2020-03-19,3,2.4,10
2020-03-20,3,4.5,19
2020-03-21,3,1.8,8
2020-03-22,3,2.8,12
2020-03-23,3,3.3,14
2020-03-24,3,2.7,11
2020-03-25,3,3.9,16
2020-03-26,3,3.9,16
2020-03-27,3,2.6,11
2020-03-28,3,5.5,23
2020-03-29,3,1.3,5
2020-03-30,3,2.5,10
2020-03-31,3,3.9,16
2020-04-01,3,3.3,14
2020-04-02,3,0.3,1
2020-04-03,3,0.7,3
2020-04-04,3,3.6,15
2020-04-05,3,5.1,21
2020-04-06,3,0.8,3
2020-04-07,3,2.9,12
2020-04-08,3,5.3,22
2020-04-09,3,3.1,13
2020-04-10,3,1.3,5
2020-04-11,3,0.5,2
2020-04-12,3,4.5,19
2020-04-13,3,3.9,16
2020-04-14,3,1.5,6
2020-04-15,3,2.5,10
2020-04-16,3,3.1,13
2020-04-17,3,4.3,18
2020-04-18,3,3.5,15
2020-04-19,3,6.9,29
2020-04-20,3,2.9,12
2020-04-21,3,4.2,18
2020-04-22,3,3,13
2020-04-23,3,3.7,15
2020-04-24,3,8,33
2020-04-25,3,8.1,34
2020-04-26,3,5.4,23
2020-04-27,3,1.1,5
2020-04-28,3,2.8,12
2020-04-29,3,3.5,15
2020-04-30,3,6,25
2020-05-01,3,2.7,11
2020-05-02,3,2.2,9
2020-05-03,3,6.3,26
2020-05-04,3,2,8
2020-05-05,3,1.6,7
2020-05-06,3,1.4,6
2020-05-07,3,2.4,10
2020-05-08,3,0.9,4
2020-05-09,3,0.8,3
2020-05-10,3,2.9,12
2020-05-11,3,3.8,16
2020-05-12,3,1.5,6
2020-05-13,3,1.1,5
2020-05-14,3,3.9,16
2020-05-15,3,6.2,26
2020-05-16,3,1.2,5
2020-05-17,3,2.9,12
2020-05-18,3,4.7,20
2020-05-19,3,3.5,15
2020-05-20,3,3.8,16
2020-05-21,3,4.7,20
2020-05-22,3,7.4,31
2020-05-23,3,5.5,23
2020-05-24,3,5,21
2020-05-25,3,7,29
2020-05-26,3,4.5,19
2020-05-27,3,0.7,3
2020-05-28,3,1.9,8
2020-05-29,3,2.6,11
2020-05-30,3,0.9,4
2020-05-31,3,-0.1,0
2020-06-01,3,1.3,5
2020-06-02,3,3.5,15
2020-06-03,3,9.2,38
2020-06-04,3,9.4,39
2020-06-05,3,9.4,39
2020-06-06,3,5.5,23
2020-06-07,3,3.5,15
2020-06-08,3,2.8,12
2020-06-09,3,2.8,12
2020-06-10,3,9.3,39
2020-06-11,3,2.7,11
2020-06-12,3,1.7,7
2020-06-13,3,0.3,1
2020-06-14,3,1.1,5
2020-06-15,3,2.7,11
2020-06-16,3,5.7,24
2020-06-17,3,6.5,27
2020-06-18,3,1.4,6
2020-06-19,3,1.9,8
2020-06-20,3,4.9,20
2020-06-21,3,8.1,34
2020-06-22,3,-0.5,0
2020-06-23,3,5.7,24
2020-06-24,3,6.9,29
2020-06-25,3,2.3,10
2020-06-26,3,6.5,27
2020-06-27,3,6.5,27
2020-06-28,3,2.6,11
2020-06-29,3,0.7,3
2020-06-30,3,0,0
2020-07-01,3,1.5,6
2020-07-02,3,4,17
2020-07-03,3,3.2,13
2020-07-04,3,25.6,79
2020-07-05,3,13.8,55
2020-07-06,3,0.2,1
2020-07-07,3,2.1,9
2020-07-08,3,4.8,20
2020-07-09,3,7.7,32
2020-07-10,3,1,4
2020-07-11,3,2.8,12
2020-07-12,3,2.6,11
2020-07-16,3,0,0
2020-07-17,3,-0.3,0
2020-07-25,3,12.1,51
2020-07-26,3,10.4,43
2020-07-27,3,10.8,45
2020-07-28,3,9.3,39
2020-07-29,3,10.6,44
2020-07-30,3,7.9,33
2020-07-31,3,8.2,34
2020-08-01,3,9.7,40
2020-08-02,3,8,33
2020-08-03,3,9.1,38
2020-08-04,3,9.9,41
2020-08-05,3,8.2,34
2020-08-06,3,8,33
2020-08-07,3,8.2,34
2020-08-08,3,7.1,30
2020-08-09,3,8.4,35
2020-08-10,3,11.6,48
2020-08-11,3,14.6,56
2020-08-12,3,9.3,39
2020-08-13,3,9.8,41
2020-08-14,3,11.3,47
2020-08-15,3,9.9,41
2020-08-16,3,6.9,29
2020-08-17,3,6,25
2020-08-18,3,6.2,26
2020-08-19,3,7.3,30
2020-08-20,3,4.6,19
2020-08-21,3,8.7,36
2020-08-22,3,11.1,46
2020-08-23,3,9.5,40
2020-08-24,3,9.1,38
2020-08-25,3,7.4,31
2020-08-26,3,3,13
2020-08-27,3,6.2,26
2020-08-28,3,7.1,30
2020-08-29,3,9.1,38
2020-08-30,3,3.2,13
2020-08-31,3,5.7,24
2020-09-01,3,4.8,20
2020-09-02,3,2.9,12
2020-09-03,3,5.7,24
2020-09-04,3,6.1,25
2020-09-05,3,6.2,26
2020-09-06,3,10,42
2020-09-07,3,3.8,16
2020-09-08,3,5.6,23
2020-09-09,3,8,33
2020-09-10,3,3.8,16
2020-09-11,3,4,17
2020-09-12,3,4.1,17
2020-09-13,3,6.7,28
2020-09-14,3,4.5,19
2020-09-15,3,5.5,23
2020-09-16,3,5.6,23
2020-09-17,3,6.7,28
2020-09-18,3,6.7,28
2020-09-19,3,5.9,25
2020-09-20,3,5,21
2020-09-21,3,5.7,24
2020-09-22,3,6.1,25
2020-09-23,3,9.5,40
2020-09-24,3,12.4,52
2020-09-25,3,14,55
2020-09-26,3,14.3,56
2020-09-27,3,4.9,20
2020-09-28,3,5.3,22
2020-09-29,3,5.5,23
2020-09-30,3,4.1,17
2020-10-01,3,7.7,32
2020-10-02,3,8.3,35
2020-10-03,3,6.8,28
2020-10-04,3,5.1,21
2020-10-05,3,6.8,28
2020-10-06,3,5.2,22
2020-10-07,3,7,29
2020-10-08,3,4,17
2020-10-09,3,6,25
2020-10-10,3,8.8,37
2020-10-11,3,5.4,23
2020-10-12,3,5.5,23
2020-10-13,3,2.6,11
2020-10-14,3,5.6,23
2020-10-15,3,9.3,39
2020-10-16,3,4.4,18
2020-10-17,3,6.8,28
2020-10-18,3,11.5,48
2020-10-19,3,9.6,40
2020-10-20,3,7.6,32
2020-10-21,3,4.3,18
2020-10-22,3,5.7,24
2020-10-23,3,6.2,26
2020-10-24,3,5.5,23
2020-10-25,3,5.9,25
2020-10-26,3,5.3,22
2020-10-27,3,4.3,18
2020-10-28,3,3.4,14
2020-10-29,3,4.4,18
2020-10-30,3,5.3,22
2020-10-31,3,10.7,45
2020-11-01,3,9.6,40
2020-11-02,3,3.7,15
2020-11-03,3,4.2,18
2020-11-04,3,5.5,23
2020-11-05,3,4.8,20
2020-11-06,3,6.9,29
2020-11-07,3,12.8,52
2020-11-08,3,16.7,61
2020-11-09,3,21.7,71
2020-11-10,3,12.5,52
2020-11-11,3,1.2,5
2020-11-12,3,0.7,3
2020-11-13,3,4.2,18
2020-11-14,3,6.9,29
2020-11-15,3,5.4,23
2020-11-16,3,2.7,11
2020-11-17,3,4.9,20
2020-11-18,3,4.2,18
2020-11-19,3,7.8,33
2020-11-20,3,8.6,36
2020-11-21,3,8.7,36
2020-11-22,3,5.1,21
2020-11-23,3,2.5,10
2020-11-24,3,4.4,18
2020-11-25,3,9.7,40
2020-11-26,3,7.2,30
2020-11-27,3,5.4,23
2020-11-28,3,6.8,28
2020-11-29,3,8.1,34
2020-11-30,3,7.8,33
2020-12-01,3,5.3,22
2020-12-02,3,5,21
2020-12-03,3,6.3,26
2020-12-04,3,8.1,34
2020-12-05,3,4.2,18
2020-12-06,3,3.6,15
2020-12-07,3,4.4,18
2020-12-08,3,5.7,24
2020-12-09,3,9.3,39
2020-12-10,3,8.1,34
2020-12-11,3,13.3,54
2020-12-12,3,16.7,61
2020-12-13,3,9.3,39
2020-12-14,3,5.8,24
2020-12-15,3,4.3,18
2020-12-16,3,6.1,25
2020-12-17,3,4.7,20
2020-12-18,3,7.5,31
2020-12-19,3,13,53
2020-12-20,3,20.2,68
2020-12-21,3,21.6,71
2020-12-22,3,11.2,47
2020-12-23,3,6.5,27
2020-12-24,3,6,25
2020-12-25,3,3.2,13
2020-12-26,3,7,29
2020-12-27,3,9.3,39
2020-12-28,3,10,42
2020-12-29,3,2.6,11
2020-12-30,3,5.2,22
2020-12-31,3,4.5,19
2021-01-01,3,7.3,30
2021-01-02,3,2,8
2021-01-03,3,6.3,26
2021-01-04,3,5.1,21
2021-01-05,3,4.2,18
2021-01-06,3,4,17
2021-01-07,3,4.8,20
2021-01-08,3,5,21
2021-01-09,3,5.2,22
2021-01-10,3,6.8,28
2021-01-11,3,14.3,56
2021-01-12,3,11.8,49
2021-01-13,3,11,46
2021-01-14,3,27.1,83
2021-01-15,3,15.2,58
2021-01-16,3,3.7,15
2021-01-17,3,5.3,22
2021-01-18,3,4.2,18
2021-01-19,3,4.9,20
2021-01-20,3,6.2,26
2021-01-21,3,8.3,35
2021-01-22,3,11.1,46
2021-01-23,3,1.9,8
2021-01-24,3,4.5,19
2021-01-25,3,4,17
2021-01-26,3,6.1,25
2021-01-27,3,7,29
2021-01-28,3,5.1,21
2021-01-29,3,4.4,18
2021-01-30,3,6.6,28
2021-01-31,3,9.9,41
2021-02-01,3,7,29
2021-02-02,3,3,13
2021-02-03,3,3.9,16
2021-02-04,3,5.2,22
2021-02-05,3,11.4,48
2021-02-06,3,9.3,39
2021-02-07,3,7.5,31
2021-02-08,3,7.6,32
2021-02-09,3,10.6,44
2021-02-10,3,11.5,48
2021-02-11,3,9,38
2021-02-12,3,6.5,27
2021-02-13,3,6.4,27
2021-02-14,3,8.1,34
2021-02-15,3,8,33
2021-02-16,3,4.2,18
2021-02-17,3,3.6,15
2021-02-18,3,4.9,20
2021-02-19,3,7.4,31
2021-02-20,3,6.3,26
2021-02-21,3,6.9,29
2021-02-22,3,7.3,30
2021-02-23,3,7.7,32
2021-02-24,3,5.1,21
2021-02-25,3,3.8,16
2021-02-26,3,5.9,25
2021-02-27,3,5.8,24
2021-02-28,3,6.5,27
2021-03-01,3,4.7,20
2021-03-02,3,3.8,16
2021-03-03,3,8.3,35
2021-03-04,3,5.5,23
2021-03-05,3,3.9,16
2021-03-06,3,4.8,20
2021-03-07,3,5.4,23
2021-03-08,3,7.4,31
2021-03-13,3,2.5,10
2021-03-14,3,2.2,9
2021-03-15,3,2.9,12
2021-03-16,3,6.6,28
2021-03-17,3,7.7,32
2021-03-18,3,11.3,47
2021-03-19,3,3.7,15
2021-03-20,3,5.2,22
2021-03-21,3,7.6,32
2021-03-22,3,9.3,39
2021-03-23,3,7.2,30
2021-03-24,3,6.6,28
2021-03-25,3,11.5,48
2021-03-26,3,5.1,21
2021-03-27,3,2,8
2021-03-28,3,2.9,12
2021-03-29,3,2.1,9
2021-03-30,3,4.5,19
2021-03-31,3,5.8,24
2021-04-01,3,0.6,3
2021-04-02,3,3.2,13
2021-04-03,3,3.2,13
2021-04-04,3,4.7,20
2021-04-05,3,4.4,18
2021-04-06,3,1.6,7
2021-04-07,3,2.7,11
2021-04-08,3,1.9,8
2021-04-09,3,4.6,19
2021-04-10,3,5.8,24
2021-04-11,3,5.5,23
2021-04-12,3,3.1,13
2021-04-13,3,4.6,19
2021-04-14,3,5.1,21
2021-04-15,3,5.7,24
2021-04-16,3,3.2,13
2021-04-17,3,2.2,9
2021-04-18,3,4.6,19
2021-04-19,3,7.3,30
2021-04-20,3,7.1,30
2021-04-21,3,5.4,23
2021-04-22,3,2.8,12
2021-04-23,3,4.2,18
2021-04-24,3,8.7,36
2021-04-25,3,8.4,35
2021-04-26,3,2.2,9
2021-04-27,3,4.2,18
2021-04-28,3,7.5,31
2021-04-29,3,6.9,29
2021-04-30,3,0.7,3
2021-05-01,3,1.7,7
2021-05-02,3,5,21
2021-05-03,3,4,17
2021-05-04,3,5.2,22
2021-05-05,3,3,13
2021-05-06,3,0.8,3
2021-05-07,3,3.9,16
2021-05-08,3,3.2,13
2021-05-09,3,2.8,12
2021-05-10,3,4.6,19
2021-05-11,3,3,13
2021-05-12,3,2.6,11
2021-05-13,3,4.4,18
2021-05-14,3,6.4,27
2021-05-15,3,7.7,32
2021-05-16,3,7.4,31
2021-05-17,3,6.2,26
2021-05-18,3,4.9,20
2021-05-19,3,5,21
2021-05-20,3,3.5,15
2021-05-21,3,4.6,19
2021-05-22,3,8.4,35
2021-05-23,3,4.3,18
2021-05-24,3,1.3,5
2021-05-25,3,2,8
2021-05-26,3,9.8,41
2021-05-27,3,3.9,16
2021-05-28,3,0.6,3
2021-05-29,3,1.3,5
2021-05-30,3,0.1,0
2021-05-31,3,0.2,1
2021-06-01,3,5.4,23
2021-06-02,3,7.6,32
2021-06-03,3,1.9,8
2021-06-04,3,0,0
2021-06-05,3,6.3,26
2021-06-06,3,9.9,41
2021-06-07,3,11.2,47
2021-06-08,3,8.7,36
2021-06-09,3,5.6,23
2021-06-10,3,4.1,17
2021-06-11,3,3.2,13
2021-06-12,3,2.3,10
2021-06-13,3,5,21
2021-06-14,3,2.3,10
2021-06-15,3,2.6,11
2021-06-16,3,1.1,5
2021-06-17,3,2.7,11
2021-06-18,3,4.6,19
2021-06-19,3,6.9,29
2021-06-20,3,4,17
2021-06-21,3,8.1,34
2021-06-22,3,0.5,2
2021-06-23,3,0.5,2
2021-06-24,3,4.7,20
2021-06-25,3,1,4
2021-06-26,3,1.5,6
2021-06-27,3,5.4,23
2021-06-28,3,8.3,35
2021-06-29,3,4.9,20
2021-06-30,3,4,17
2021-07-01,3,2.3,10
2021-07-02,3,-1.5,0
2021-07-03,3,-2.7,0
2021-07-04,3,1.1,5
2021-07-05,3,2.7,11
2021-07-06,3,6.7,28
2021-07-07,3,10.5,44
2021-07-08,3,5,21
2021-07-09,3,0.6,3
2021-07-10,3,1.8,8
2021-07-11,3,5.8,24
2021-07-12,3,2.2,9
2021-07-13,3,1.6,7
2021-07-14,3,6.8,28
2021-07-15,3,3.8,16
2021-07-16,3,9,38
2021-07-17,3,4,17
2021-07-18,3,2.6,11
2021-07-19,3,1.5,6
2021-07-20,3,29.3,87
2021-07-21,3,11.7,49
2021-07-22,3,4,17
2021-07-23,3,5.5,23
2021-07-24,3,3.7,15
2021-07-25,3,5.6,23
2021-07-26,3,41.1,115
2021-07-27,3,18.6,65
2021-07-29,3,1.8,8
2021-07-30,3,1.2,5
2021-07-31,3,0.3,1
2021-08-01,3,1.4,6
2021-08-02,3,2.8,12
2021-08-03,3,5.1,21
2021-08-04,3,5.2,22
2021-08-05,3,-2.3,0
2021-08-06,3,7.5,31
2021-08-07,3,11.2,47
2021-08-08,3,12,50
2021-08-09,3,11.1,46
2021-08-10,3,1.5,6
2021-08-11,3,6.2,26
2021-08-12,3,5.7,24
2021-08-13,3,5.2,22
2021-08-14,3,6,25
2021-08-15,3,1.2,5
2021-08-16,3,4.1,17
2021-08-17,3,4.9,20
2021-08-18,3,3.1,13
2021-08-19,3,1.1,5
2021-08-20,3,0.4,2
2021-08-21,3,1.7,7
2021-08-22,3,-1.3,0
2021-08-23,3,2,8
2021-08-24,3,1.3,5
2021-08-25,3,13.4,54
2021-08-26,3,12.9,53
2021-08-27,3,10.6,44
2021-08-28,3,-0.9,0
2021-08-29,3,0.9,4
2021-08-30,3,4.1,17
2021-08-31,3,5.3,22
2021-09-01,3,4,17
2021-09-02,3,-0.1,0
2021-09-03,3,0,0
2021-09-04,3,1,4
2021-09-05,3,3.5,15
2021-09-06,3,1.7,7
2021-09-07,3,1.2,5
2021-09-08,3,4.8,20
2021-09-09,3,1.3,5
2021-09-10,3,0,0
2021-09-11,3,2.4,10
2021-09-12,3,6.3,26
2021-09-13,3,4.2,18
2021-09-14,3,1.5,6
2021-09-15,3,7.6,32
2021-09-16,3,1.5,6
2021-09-17,3,1.6,7
2021-09-18,3,3.3,14
2021-09-19,3,1.1,5
2021-09-20,3,2.9,12
2021-09-21,3,4.7,20
2021-09-22,3,2.2,9
2021-09-23,3,0.8,3
2021-09-24,3,0.9,4
2021-09-25,3,2.5,10
2021-09-26,3,0.9,4
2021-09-27,3,3.8,16
2021-09-28,3,4.1,17
2021-09-29,3,1.5,6
2021-09-30,3,0.1,0
2021-10-01,3,1.8,8
2021-10-02,3,4.2,18
2021-10-03,3,3.3,14
2021-10-04,3,-1.2,0
2021-10-05,3,-0.6,0
2021-10-06,3,4.2,18
2021-10-07,3,3.3,14
2021-10-08,3,4.5,19
2021-10-09,3,2.3,10
2021-10-10,3,0.5,2
2021-10-11,3,0,0
2021-10-12,3,2.2,9
2021-10-13,3,4.5,19
2021-10-14,3,3.7,15
2021-10-15,3,6.9,29
2021-10-16,3,6.6,28
2021-10-17,3,2.7,11
2021-10-18,3,2.5,10
2021-10-19,3,3,13
2021-10-20,3,7.2,30
2021-10-21,3,7.9,33
2021-10-22,3,9.3,39
2021-10-23,3,3.7,15
2021-10-24,3,4.8,20
2021-10-25,3,5.3,22
2021-10-26,3,5.3,22
2021-10-27,3,4.1,17
2021-10-28,3,5.6,23
2021-10-29,3,6.9,29
2021-10-30,3,6,25
2021-10-31,3,3.5,15
2021-11-01,3,3.5,15
2021-11-02,3,4.4,18
2021-11-03,3,4.3,18
2021-11-04,3,5.4,23
2021-11-05,3,6.4,27
2021-11-06,3,8.9,37
2021-11-07,3,12,50
2021-11-08,3,13.2,53
2021-11-09,3,12.8,52
2021-11-10,3,9.3,39
2021-11-11,3,5.6,23
2021-11-12,3,5.4,23
2021-11-13,3,4.7,20
2021-11-14,3,4.7,20
2021-11-15,3,4.9,20
2021-11-16,3,2.8,12
2021-11-17,3,5.2,22
2021-11-18,3,13.4,54
2021-11-19,3,2.7,11
2021-11-20,3,3.7,15
2021-11-21,3,6.2,26
2021-11-22,3,4.5,19
2021-11-23,3,2.3,10
2021-11-24,3,3.1,13
2021-11-25,3,5.7,24
2021-11-26,3,6.3,26
2021-11-27,3,2,8
2021-11-28,3,5,21
2021-11-29,3,7,29
2021-11-30,3,5.5,23
2021-12-01,3,10.1,42
2021-12-02,3,9.5,40
2021-12-03,3,2.5,10
2021-12-04,3,7,29
2021-12-05,3,5.4,23
2021-12-06,3,9.7,40
2021-12-07,3,3.3,14
2021-12-08,3,7.6,32
2021-12-09,3,5.7,24
2021-12-10,3,10.4,43
2021-12-11,3,12.4,52
2021-12-12,3,2.7,11
2021-12-13,3,4.5,19
2021-12-14,3,4,17
2021-12-15,3,5.2,22
2021-12-16,3,7.7,32
2021-12-17,3,6.7,28
2021-12-18,3,4.9,20
2021-12-19,3,3.6,15
2021-12-20,3,6,25
2021-12-21,3,11.3,47
2021-12-22,3,10.7,45
2021-12-23,3,3,13
2021-12-24,3,6.9,29
2021-12-25,3,14.4,56
2021-12-26,3,4.2,18
2021-12-27,3,5.4,23
2021-12-28,3,8.1,34
2021-12-29,3,10,42
2021-12-30,3,12.5,52
2021-12-31,3,18.5,64
